R_Ortalama,G_Ortalama,B_Ortalama,Parlaklik,Aci_Sinifi
116.86669921875,116.86669921875,116.86669921875,116.86669921875,dutch
99.976318359375,71.252685546875,66.653076171875,79.29402669270833,dutch
82.08203125,83.541748046875,90.176513671875,85.26676432291667,dutch
123.468505859375,123.468505859375,123.468505859375,123.468505859375,dutch
46.333984375,47.64892578125,55.7197265625,49.90087890625,dutch
110.1103515625,109.456298828125,106.16552734375,108.577392578125,dutch
102.24951171875,105.8642578125,89.017822265625,99.04386393229167,dutch
99.720947265625,108.50341796875,110.041259765625,106.08854166666667,dutch
159.135009765625,149.71533203125,150.38720703125,153.07918294270834,dutch
42.8095703125,42.8095703125,42.8095703125,42.8095703125,dutch
50.379638671875,32.6669921875,29.050048828125,37.365559895833336,dutch
59.039794921875,47.31982421875,36.3515625,47.570393880208336,dutch
50.284912109375,29.1513671875,26.16455078125,35.200276692708336,dutch
78.796875,78.796875,78.796875,78.796875,dutch
43.642333984375,34.62060546875,33.674560546875,37.3125,dutch
97.58544921875,96.142578125,96.224609375,96.65087890625,dutch
159.690185546875,145.010498046875,151.72412109375,152.1416015625,dutch
24.1015625,24.1015625,24.1015625,24.1015625,dutch
119.08251953125,119.08251953125,119.08251953125,119.08251953125,dutch
56.240478515625,60.778564453125,66.342041015625,61.120361328125,dutch
177.989501953125,171.43359375,157.18115234375,168.86808268229166,dutch
128.778564453125,141.592529296875,117.25146484375,129.20751953125,dutch
82.87646484375,82.874267578125,82.890380859375,82.88037109375,dutch
105.023681640625,109.24853515625,124.74462890625,113.005615234375,dutch
111.97802734375,113.077392578125,95.50830078125,106.85457356770833,dutch
57.482177734375,62.410400390625,57.68408203125,59.192220052083336,dutch
47.060302734375,30.69287109375,22.718505859375,33.490559895833336,dutch
147.78857421875,135.3525390625,114.617431640625,132.586181640625,dutch
21.857666015625,40.40673828125,38.931884765625,33.732096354166664,dutch
180.884765625,181.06640625,178.48193359375,180.14436848958334,dutch
123.6787109375,123.6787109375,123.6787109375,123.6787109375,dutch
34.218017578125,34.796142578125,40.89208984375,36.635416666666664,dutch
63.500244140625,42.32568359375,35.15576171875,46.993896484375,dutch
140.28173828125,128.431884765625,126.69970703125,131.804443359375,dutch
119.40966796875,119.40966796875,119.40966796875,119.40966796875,dutch
106.941650390625,96.12548828125,89.421875,97.496337890625,dutch
56.23779296875,55.909423828125,49.74560546875,53.964274088541664,dutch
66.768310546875,63.27783203125,61.7822265625,63.942789713541664,dutch
45.27001953125,45.296875,45.26318359375,45.276692708333336,dutch
101.4560546875,80.502685546875,59.90380859375,80.620849609375,dutch
68.235595703125,69.451416015625,66.208251953125,67.965087890625,dutch
70.937255859375,53.427978515625,41.604248046875,55.323160807291664,dutch
117.092529296875,129.51513671875,112.102294921875,119.56998697916667,dutch
42.658203125,30.6875,28.661865234375,34.002522786458336,dutch
91.5859375,91.16357421875,94.47705078125,92.40885416666667,dutch
39.445068359375,39.445068359375,39.445068359375,39.445068359375,dutch
44.4345703125,37.554931640625,30.557373046875,37.515625,dutch
116.059326171875,91.44873046875,70.311279296875,92.6064453125,dutch
22.796875,27.054931640625,33.538330078125,27.796712239583332,dutch
64.322265625,64.322265625,64.322265625,64.322265625,dutch
89.239990234375,89.983154296875,94.21142578125,91.14485677083333,dutch
45.797607421875,49.050537109375,57.638427734375,50.828857421875,dutch
178.536376953125,176.206787109375,170.604248046875,175.11580403645834,dutch
79.210205078125,79.210205078125,79.210205078125,79.210205078125,dutch
114.396484375,109.297119140625,112.70068359375,112.13142903645833,dutch
81.128662109375,80.5205078125,75.4990234375,79.04939778645833,dutch
138.68701171875,133.93408203125,114.3623046875,128.99446614583334,dutch
150.540283203125,134.254150390625,121.905517578125,135.566650390625,dutch
119.890869140625,119.890869140625,119.890869140625,119.890869140625,dutch
60.4990234375,50.961181640625,50.4013671875,53.953857421875,dutch
90.72412109375,88.779296875,78.8525390625,86.11865234375,dutch
47.70654296875,48.36181640625,48.05859375,48.042317708333336,dutch
61.595458984375,60.446533203125,59.35546875,60.4658203125,dutch
146.292236328125,144.57421875,139.232666015625,143.36637369791666,dutch
117.266845703125,117.266845703125,117.266845703125,117.266845703125,dutch
97.34228515625,97.207275390625,101.02099609375,98.52351888020833,dutch
122.7529296875,92.93359375,69.44873046875,95.04508463541667,dutch
68.963623046875,68.44189453125,76.452392578125,71.28597005208333,dutch
81.163330078125,47.318603515625,22.61181640625,50.364583333333336,dutch
112.39697265625,97.22412109375,81.68408203125,97.10172526041667,dutch
41.4580078125,39.50439453125,37.6328125,39.53173828125,dutch
37.699462890625,9.614501953125,7.008544921875,18.107503255208332,dutch
94.5830078125,79.607421875,129.775634765625,101.322021484375,dutch
123.943603515625,130.998291015625,126.353515625,127.09847005208333,dutch
74.264892578125,55.842529296875,51.890869140625,60.666097005208336,dutch
137.86181640625,114.784423828125,123.864013671875,125.50341796875,dutch
24.67919921875,21.973876953125,17.80859375,21.487223307291668,dutch
151.439453125,151.439453125,151.439453125,151.439453125,dutch
115.837158203125,111.30224609375,109.426025390625,112.1884765625,dutch
121.57373046875,121.57373046875,121.57373046875,121.57373046875,dutch
107.590087890625,106.033203125,105.1484375,106.25724283854167,dutch
136.47216796875,134.590576171875,122.9482421875,131.33699544270834,dutch
169.9873046875,160.4794921875,152.885498046875,161.117431640625,dutch
72.845703125,63.681640625,57.242919921875,64.590087890625,dutch
117.298583984375,117.298583984375,117.298583984375,117.298583984375,dutch
122.268310546875,106.80078125,114.349853515625,114.47298177083333,dutch
119.855224609375,122.399658203125,112.9248046875,118.39322916666667,dutch
70.456787109375,44.059814453125,38.115478515625,50.877360026041664,dutch
116.6123046875,116.6123046875,116.6123046875,116.6123046875,dutch
58.005615234375,45.958740234375,38.354736328125,47.439697265625,dutch
108.989501953125,108.989501953125,108.989501953125,108.989501953125,dutch
107.528076171875,107.528076171875,107.528076171875,107.528076171875,dutch
115.940673828125,115.940673828125,115.940673828125,115.940673828125,dutch
55.878662109375,44.96337890625,51.31005859375,50.717366536458336,dutch
17.380126953125,18.931884765625,17.75390625,18.02197265625,dutch
130.83837890625,132.2373046875,132.733154296875,131.936279296875,dutch
119.61328125,125.0498046875,123.97265625,122.87858072916667,dutch
118.3212890625,118.3212890625,118.3212890625,118.3212890625,dutch
109.32568359375,98.488525390625,96.56982421875,101.46134440104167,dutch
169.973876953125,133.73828125,98.6318359375,134.11466471354166,dutch
19.814697265625,15.00732421875,15.9697265625,16.930582682291668,dutch
61.5517578125,61.5517578125,61.5517578125,61.5517578125,dutch
162.6826171875,158.779541015625,143.868408203125,155.11018880208334,dutch
112.912841796875,109.953369140625,110.4130859375,111.09309895833333,dutch
64.957763671875,62.642578125,59.1728515625,62.257731119791664,dutch
62.150146484375,43.256591796875,29.98291015625,45.1298828125,dutch
40.438720703125,47.47265625,51.216796875,46.376057942708336,dutch
114.826416015625,117.9599609375,109.721435546875,114.16927083333333,dutch
117.291748046875,117.291748046875,117.291748046875,117.291748046875,dutch
54.23193359375,36.49853515625,23.3603515625,38.0302734375,dutch
60.36083984375,56.67041015625,58.06640625,58.365885416666664,dutch
